procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 690736 10550496  15704 46697732    0    0  7980     0 3633 4492  3  2 95  1  0  0
 1  0 690736 10542612  15704 46708624    0    0 10828     0 4262 5877  3  1 95  1  0  0
 1  0 690736 10526808  15704 46719844    0    0 11276     0 4476 6175  3  2 95  1  0  0
 2  0 690148 10488380  19616 46738500  716    0 23164    64 4381 2800  4  3 93  0  0  0
 2  0 690132 10423936  27720 46759884   28    0 28780     4 7565 7837  6  3 90  1  0  0
 2  0 689836 10329040  63200 46776532  356    0 51744     0 7777 8799  6  3 90  1  0  0
 0  1 689768 10303920  63912 46786764   12    0 10340    92 9230 6131  5  4 91  1  0  0
 1  0 689768 10300140  63912 46791952    0    0  5072     0 2750 3054  3  2 95  0  0  0
 1  0 689764 10284264  63912 46802504   12    0 10804     0 4349 5925  3  1 95  1  0  0
 0  1 689752 10276452  63912 46810548   20    0  7680     0 5434 4411  2  1 95  1  0  0
 1  0 689752 10268388  63912 46813252   20    0  2708     0 2808 1808  3  2 95  0  0  0
 1  0 689752 10260840  63920 46824256    0    0 11180    88 7172 6088  2  1 95  2  0  0
 1  0 689748 10260576  63920 46824520    4    0     4     0 1876  779  4  2 95  0  0  0
 1  0 689696 10244700  63920 46835724   36    0 11156     0 7073 6006  2  2 95  1  0  0
 1  0 689692 10237152  63920 46846824    0    0 11232     0 7279 6126  2  1 95  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 689692 10236888  63920 46847040    0    0     0     0 1490  537  3  2 95  0  0  0
 1  0 689692 10221012  63920 46857912    4    0 10792     0 7327 5992  3  1 95  1  0  0
 1  0 689692 10217460  63928 46868124    0    0 10564    52 4658 5725  3  1 95  1  0  0
 1  0 689668 10217232  63928 46868560   24    0    24     0 1607  698  3  2 95  0  0  0
 2  0 689668 10205388  63928 46879196    0    0 10556     0 4388 5773  3  2 95  1  0  0
 1  0 689668 10181604  63928 46889408    0    0 10596     0 4741 5854  3  2 95  1  0  0
 1  0 689668 10181448  63928 46889876    0    0     0     0 1644  490  3  2 95  0  0  0
 1  0 689668 10173636  63936 46900708    0    0 10752    52 4215 5822  3  1 95  1  0  0
 1  0 689668 10158096  63936 46911364    0    0 10872     0 4432 5925  3  2 95  1  0  0
 1  0 689668 10157760  63936 46911664    0    0     0    44 1773  596  4  1 95  0  0  0
 1  0 689668 10149984  63936 46923152    0    0 11608     0 4242 6180  3  2 95  1  0  0
 1  0 689668 10142136  63936 46933572    0    0 10260     0 6501 5620  3  2 95  1  0  0
 1  0 689664 10142136  63944 46933688   16    0    16    84 1969  768  4  2 95  0  0  0
 1  0 689664 10133880  63944 46944252    0    0 10568     0 6909 5706  2  1 95  2  0  0
 1  0 689632 10119904  63944 46950632   64    0  6664   104 3862 3821  3  2 95  1  0  0
 1  0 689632 10002748  63944 46950996    0    0     0     0 1749  624  3  2 95  0  0  0
 3  0 689632 9984840  63944 46963104    0    0 12468     0 4037 5843  3  2 95  1  0  0
 1  0 689608 9839224  63952 46966736  224    0  3468    48 1707  894  4  1 95  0  0  0
 1  0 689608 9839224  63952 46968916  120    0  2232     0 1779 1143  5  0 95  0  0  0
 1  0 689608 9839224  63952 46969928   56    0  1064   524 1550  888  5  0 95  0  0  0
 1  0 689608 9838216  63952 46971404   56    0  1568     0 1605  899  5  0 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 689608 9837208  63952 46972024   88    0   664     0 1737  948  5  0 95  0  0  0
